movie.num,custom.num,ratio,custom.year
13369,2352652,4,2005-05-06
13369,240923,2,2005-09-19
13369,496106,4,2005-10-20
13369,1488235,5,2005-05-26
13369,439559,5,2005-11-02
13369,1111322,3,2005-03-21
13369,2018894,5,2005-10-05
13369,1565408,5,2005-07-13
13369,742766,3,2005-07-24
13369,2420328,5,2005-05-04
13369,2215203,4,2005-05-31
13369,2131820,2,2005-10-25
13369,754990,2,2005-05-17
13369,19006,3,2005-06-10
13369,1993836,5,2005-02-28
13369,1950806,3,2005-05-17
13369,2094633,4,2005-10-19
13369,454557,5,2005-09-04
13369,1806515,3,2005-09-23
13369,1168936,2,2005-10-11
13369,2118461,4,2005-12-20
13369,1837960,3,2005-07-24
13369,353668,5,2005-06-09
13369,387418,1,2005-12-11
13369,1008749,2,2005-06-23
13369,361073,4,2005-05-20
13369,2521398,4,2005-05-28
13369,1360922,4,2005-06-02
13369,1708273,4,2005-07-03
13369,1461435,1,2005-06-13
13369,406577,5,2005-05-17
13369,2531080,4,2005-11-01
13369,1512991,2,2005-06-14
13369,1484795,4,2005-12-02
13369,1847946,3,2005-05-13
13369,228331,5,2005-02-17
13369,946812,4,2005-03-26
13369,1806401,3,2005-10-03
13369,1122983,3,2005-11-07
13369,2488238,2,2005-07-19
13369,1878266,3,2005-07-18
13369,2507404,3,2005-07-22
13369,1867761,4,2005-07-26
13369,1659679,1,2005-05-18
13369,1207509,5,2005-09-06
13369,2305466,2,2005-06-11
13369,1927146,4,2005-05-24
13369,89974,4,2005-06-22
13393,1945809,1,2002-10-01
13393,2543544,3,2003-01-20
13393,1276913,3,2003-12-19
13393,1172232,3,2002-06-11
13393,2098867,4,2004-07-20
13393,573364,3,2005-08-22
13393,2036099,4,2004-03-17
13393,2502462,3,2003-11-29
13393,132633,3,2004-06-28
13393,546578,1,2004-10-15
13393,1109700,5,2005-01-11
13393,903692,3,2005-01-12
13393,1091832,3,2005-04-19
13393,466862,3,2005-06-03
13393,1645486,3,2002-09-30
13393,326587,2,2003-06-13
13393,568620,4,2005-07-17
13393,2572249,4,2005-07-25
13393,632028,3,2003-09-19
13393,163546,2,2003-12-15
13393,50409,4,2004-02-29
13393,1673689,3,2005-09-25
13393,567025,3,2005-03-03
13393,1081252,3,2005-12-26
13393,96262,4,2002-05-29
13393,1859725,4,2003-12-09
13393,2625420,4,2004-04-19
13393,908205,2,2003-07-10
13393,755344,2,2005-01-12
13393,2292389,4,2005-06-16
13393,769839,4,2005-06-27
13393,2259898,3,2004-04-21
13393,2637831,3,2002-10-04
13393,624334,3,2004-01-20
13393,2491826,4,2005-08-22
13393,939390,4,2004-07-12
13393,2200166,3,2003-10-06
13393,397077,4,2004-03-01
13393,713103,5,2004-02-07
13393,958125,1,2004-03-25
13393,1393236,2,2004-09-25
13393,2084445,4,2004-11-29
13393,1903518,4,2005-02-24
13393,1712923,3,2005-07-01
13393,213183,5,2005-11-14
13393,1977959,3,2002-05-02
13393,1978576,4,2004-02-16
13393,1771231,1,2002-10-29
13393,2605003,1,2003-10-02
13393,291816,4,2004-03-03
13393,837206,3,2004-05-28
13393,512899,4,2004-06-07
13393,1984086,3,2004-07-28
13393,1050707,3,2005-11-25
13393,1900854,5,2003-09-14
13393,1257675,2,2003-06-11
13393,2251004,3,2003-12-10
13393,991204,4,2005-08-21
13393,1598465,2,2004-01-20
13393,2414149,4,2004-04-02
13393,2527171,3,2004-07-20
13393,518123,1,2004-04-11
13393,192421,5,2004-04-13
13393,1198785,3,2004-07-03
13393,1007809,4,2005-02-02
13393,386988,3,2005-03-13
13393,1113647,2,2005-06-30
13393,1167579,4,2005-10-17
13393,1946921,5,2003-11-27
13393,544673,4,2003-11-18
13393,221091,4,2003-07-07
13393,2322688,3,2004-08-10
13393,1839770,2,2004-02-21
13393,1520631,5,2002-11-27
13393,690505,3,2003-11-27
13393,1954125,5,2003-06-24
13393,882007,3,2003-12-01
13393,679412,1,2003-11-29
13393,1517471,4,2003-12-22
13393,2541025,1,2004-05-31
13393,1673350,4,2004-02-11
13393,2100050,2,2004-11-15
13393,364740,4,2005-01-10
13393,15760,4,2005-02-01
13393,2231293,5,2005-07-13
13393,2268573,2,2004-04-25
13393,1603548,4,2002-01-30
13393,549534,1,2002-05-02
13393,2512231,3,2003-12-07
13393,2155399,4,2004-04-03
13393,262411,4,2003-10-28
13393,1155993,4,2002-12-11
13393,1630930,3,2003-10-12
13393,1713081,3,2003-12-02
13393,2518216,2,2004-03-13
13393,1791540,2,2004-07-06
13393,923084,2,2004-10-29
13393,2609784,3,2005-02-21
13393,192934,3,2005-02-28
13393,2030941,3,2005-03-29
13393,303948,3,2005-04-03
13393,2244849,3,2005-04-22
13393,824262,5,2005-07-08
13393,1492122,1,2003-09-24
13393,1493780,4,2004-04-06
13393,933168,4,2002-10-08
13393,2106446,3,2003-09-16
13393,1859747,3,2003-12-29
13393,1188167,5,2004-10-16
13393,1763105,3,2004-12-20
13393,114904,4,2005-02-28
13393,812433,5,2005-03-03
13393,2518195,3,2005-10-30
13393,2554745,2,2002-12-10
13393,1995838,3,2003-12-04
13393,2098985,4,2003-01-09
13393,1673185,3,2003-07-22
13393,901467,4,2002-09-08
13393,1355097,4,2002-07-25
13393,2608100,2,2004-04-09
13393,153249,4,2003-03-17
13393,971977,5,2003-06-28
13393,697010,4,2004-02-05
13393,830912,5,2004-03-16
13393,1128088,5,2003-09-01
13393,2259345,5,2004-02-07
13393,355766,2,2004-03-15
13393,1538468,3,2005-05-01
13393,952677,3,2005-06-03
13393,2076935,5,2005-06-21
13393,2596383,3,2005-09-24
13393,2240135,3,2005-10-18
13393,2536118,4,2005-11-02
13393,339965,4,2005-08-05
13393,317168,3,2003-08-18
13393,2283330,4,2004-03-12
13393,1632290,4,2004-04-06
13393,763715,3,2004-08-24
13393,1354851,3,2005-01-25
13393,2138906,3,2005-01-31
13393,1243948,3,2005-03-26
13393,672012,3,2005-11-08
13393,1597861,3,2003-12-23
13393,620147,4,2001-08-13
13393,1987880,1,2003-11-02
13393,148606,2,2002-11-12
13393,323614,3,2002-10-05
13393,865725,4,2003-09-10
13393,2142313,4,2003-09-11
13393,1130826,2,2004-05-14
13393,216738,3,2004-05-06
13393,1314463,3,2004-09-28
13393,786312,3,2004-11-03
13393,347629,3,2004-12-28
13393,2186191,2,2005-01-04
13393,582662,4,2005-03-12
13393,452881,5,2005-04-07
13393,393405,4,2005-09-24
13393,1481210,4,2004-03-03
13393,2425147,5,2003-09-13
13393,2038849,3,2005-08-18
13393,730556,5,2004-06-09
13393,2560273,3,2004-10-05
13393,2094679,5,2005-05-10
13393,2430867,4,2005-09-13
13393,2102030,3,2005-07-07
13393,693911,4,2004-04-01
13393,178588,4,2004-03-31
13393,525356,1,2003-06-17
13393,1487119,3,2003-11-01
13393,533895,1,2003-12-21
13393,2247317,3,2004-06-16
13393,1394716,1,2004-01-03
13393,234798,3,2004-10-15
13393,83150,3,2004-04-16
13393,563992,3,2004-11-28
13393,1954032,1,2005-01-26
13393,570414,4,2005-05-02
13393,279442,2,2005-07-14
13393,1733406,4,2003-06-18
13393,781778,4,2003-01-13
13393,328364,4,2001-10-25
13393,1047797,5,2002-05-30
13393,1865743,3,2003-11-28
13393,1354434,4,2003-04-11
13393,1402224,4,2004-04-02
13393,164973,4,2003-11-29
13393,923703,4,2003-03-21
13393,1150025,2,2005-09-05
13393,1218742,4,2004-03-22
13393,1221623,4,2004-04-05
13393,1932377,4,2004-05-17
13393,1830763,1,2004-07-15
13393,1637761,3,2005-04-18
13393,226561,3,2005-05-19
13393,769514,4,2005-06-13
13393,1085863,4,2005-11-02
13393,1326354,3,2005-11-10
13393,1564651,3,2005-07-18
13393,591774,3,2004-01-28
13393,1572201,3,2002-05-25
13393,1439015,4,2004-03-28
13393,1890104,3,2004-04-21
13393,153102,3,2005-02-20
13393,1286347,5,2005-02-23
13393,2528088,3,2005-03-24
13393,2531303,2,2005-05-27
13393,126592,5,2005-09-23
13393,1033433,3,2003-01-15
13393,77056,5,2001-09-12
13393,704050,4,2003-11-25
13393,2433847,4,2002-06-28
13393,1372366,3,2002-08-13
13393,1115632,3,2003-10-30
13393,1133051,2,2003-09-18
13393,1321983,4,2004-03-30
13393,1814136,2,2003-12-31
13393,1392092,4,2004-09-21
13393,1253349,4,2004-12-21
13393,1154832,4,2005-02-13
13393,2417062,4,2005-02-25
13393,571822,3,2005-05-01
13393,746988,3,2005-06-27
13393,1282822,4,2002-11-27
13393,945086,3,2003-09-28
13393,474998,4,2004-03-08
13393,41153,2,2003-10-15
13393,505375,1,2004-03-15
13393,299165,4,2003-11-23
13393,26994,4,2004-08-26
13393,1421829,4,2004-12-01
13393,591622,4,2005-04-09
13393,303865,3,2005-04-21
13393,1506801,4,2005-06-11
13393,2450136,4,2005-12-24
13393,966591,2,2002-08-30
13393,2220537,2,2003-10-15
13393,1741667,4,2004-01-29
13393,688590,3,2004-01-14
13393,1371121,4,2004-01-21
13393,2556216,4,2004-10-05
13393,30978,5,2004-11-12
13393,1137138,5,2005-05-06
13393,941649,4,2002-09-29
13393,449335,3,2003-06-02
13393,1902621,3,2002-11-29
13393,1298304,4,2002-11-08
13393,2014569,3,2003-02-24
13393,2296095,2,2004-01-02
13393,493082,4,2003-12-22
13393,1613882,4,2003-12-25
13393,1423956,4,2004-05-08
13393,1001129,2,2004-10-10
13393,1203033,4,2004-11-18
13393,164288,5,2005-04-13
13393,1220431,3,2003-03-05
13393,2143454,3,2004-01-16
13393,567822,3,2002-10-31
13393,2496628,3,2004-04-06
13393,372887,2,2004-01-02
13393,870870,4,2005-08-30
13393,2598028,1,2004-01-21
13393,2219247,4,2004-01-02
13393,770678,3,2004-01-30
13393,90007,3,2004-09-04
13393,503235,3,2004-09-17
13393,603605,2,2005-02-23
13393,1717002,4,2005-05-18
13393,881077,5,2005-10-31
13393,1448808,4,2005-07-10
13393,1746056,3,2002-11-06
13393,901111,5,2003-06-05
13393,837339,4,2003-07-07
13393,213924,5,2003-07-20
13393,1687191,4,2005-08-08
13393,792693,2,2003-07-22
13393,1927580,3,2004-03-23
13393,180305,3,2004-07-26
13393,843570,4,2004-09-19
13393,2344506,3,2005-04-09
13393,958609,3,2005-04-16
13393,263600,1,2005-06-14
13393,2061349,4,2004-05-03
13393,412935,4,2003-12-12
13393,1798798,1,2003-10-24
13393,732363,3,2004-03-15
13393,585352,3,2004-06-18
13393,2125417,5,2004-08-30
13393,1700252,5,2004-03-30
13393,436122,3,2004-05-11
13393,962868,3,2005-03-08
13393,1150238,3,2005-03-17
13393,1196853,4,2005-03-21
13393,2360740,3,2005-04-05
13393,1969676,3,2003-01-14
13393,1958323,3,2002-09-28
13393,196173,4,2004-02-18
13393,199769,3,2003-12-30
13393,59913,3,2004-03-03
13393,269554,2,2003-10-24
13393,1612083,3,2004-04-09
13393,1990316,3,2004-06-14
13393,162854,3,2004-10-08
13393,870045,4,2004-11-29
13393,2046079,3,2005-04-03
13393,1389451,4,2005-09-21
13393,1134816,3,2002-05-23
13393,521825,5,2005-09-01
13393,701790,5,2005-09-03
13393,1080197,1,2003-09-07
13393,2646115,3,2003-10-08
13393,2629032,4,2004-03-05
13393,1929487,3,2004-05-24
13393,126732,4,2004-09-12
13393,187896,3,2004-09-06
13393,967997,3,2004-10-10
13393,2612088,5,2004-12-07
13393,2453729,2,2005-05-23
13393,434567,4,2005-06-28
13393,1759688,3,2005-11-23
13393,617211,3,2001-09-30
13393,1532892,3,2001-12-20
13393,80683,3,2002-04-22
13393,1030857,1,2004-03-17
13393,2330565,2,2002-09-04
13393,2524846,4,2002-09-19
13393,1385988,1,2005-08-10
13393,1662714,1,2003-12-06
13393,882429,4,2004-07-16
13393,478176,3,2004-09-18
13393,235789,3,2004-10-27
13393,1567202,1,2004-12-12
13393,2415920,4,2005-05-03
13393,1354470,2,2005-06-08
13393,122746,5,2005-06-21
13393,852097,3,2005-09-11
13393,179380,1,2005-09-21
13393,835097,5,2005-09-28
13393,2576968,4,2005-09-30
13393,1300795,1,2004-02-02
13393,1473627,5,2003-11-01
13393,1561568,5,2005-08-29
13393,739394,1,2004-02-04
13393,1766900,4,2003-12-04
13393,283675,3,2003-12-29
13393,709755,3,2004-02-07
13393,608933,4,2004-06-30
13393,1997436,4,2004-10-31
13393,2633970,4,2005-02-07
13393,2465780,3,2005-05-31
13393,133707,4,2002-09-14
13393,649714,2,2003-01-24
13393,1976079,5,2005-07-28
13393,2527376,5,2005-07-29
13393,820052,3,2004-02-08
13393,872377,3,2004-02-23
13393,1145956,2,2005-08-08
13393,2278477,2,2002-11-08
13393,1244918,3,2004-02-10
13393,357482,3,2003-12-24
13393,1505415,5,2004-06-09
13393,1518963,3,2004-10-29
13393,1013802,4,2004-12-14
13393,1935338,4,2005-04-06
13393,2551770,3,2005-04-28
13393,1251664,2,2004-04-29
13393,1054564,3,2003-09-23
13393,1194542,3,2003-12-05
13393,745238,3,2004-05-09
13393,353145,3,2005-08-08
13393,1042614,3,2004-02-20
13393,2183370,4,2004-02-10
13393,609087,2,2003-12-23
13393,1455730,5,2004-02-28
13393,134883,3,2004-04-20
13393,486255,3,2004-04-03
13393,977533,2,2004-03-20
13393,2329026,4,2005-05-17
13393,246410,5,2005-01-23
13393,2533775,2,2005-02-24
13393,358452,2,2005-03-12
13393,2224673,4,2005-04-27
13393,1103080,5,2005-06-16
13393,1494162,4,2005-06-17
13393,835847,3,2003-07-21
13393,110288,3,2003-12-13
13393,1575462,4,2004-09-14
13393,1871063,3,2005-08-29
13393,415672,4,2004-06-01
13393,1943581,3,2004-07-08
13393,2244589,3,2003-11-28
13393,295182,4,2003-11-27
13393,332420,5,2003-05-17
13393,2003550,3,2002-05-13
13393,1203646,4,2004-02-12
13393,2115271,2,2002-11-09
13393,22842,3,2004-02-18
13393,1273374,1,2003-09-17
13393,1661048,3,2003-11-18
13393,1317589,4,2004-02-09
13393,791026,3,2003-12-18
13393,1703879,3,2004-04-13
13393,574499,5,2004-07-07
13393,628670,3,2004-10-07
13393,1893153,4,2004-10-13
13393,1021301,3,2004-11-30
13393,106981,4,2004-12-28
13393,1696031,3,2005-01-12
13393,1139518,1,2005-04-20
13393,396132,1,2005-10-20
13393,711569,3,2005-12-31
13393,1605580,5,2002-11-01
13393,451084,2,2003-04-14
13393,111085,4,2003-09-03
13393,1476005,3,2004-06-21
13393,330341,3,2004-01-07
13393,2065106,3,2004-04-27
13393,334051,3,2003-06-18
13393,665242,3,2003-09-19
13393,1367376,2,2004-01-27
13393,315652,5,2005-02-17
13393,221882,2,2005-04-15
13393,2281685,4,2003-10-12
13393,2237185,3,2001-04-08
13393,2035777,3,2005-07-27
13393,1787522,3,2003-02-24
13393,787407,1,2002-07-30
13393,1080441,4,2003-04-22
13393,2111183,3,2003-09-02
13393,263520,3,2004-02-11
13393,2128386,4,2004-05-21
13393,1624607,4,2004-03-26
13393,1113209,1,2004-02-11
13393,1395849,1,2004-05-02
13393,2617189,4,2004-05-19
13393,867886,2,2005-01-04
13393,1718487,3,2005-02-08
13393,1308307,3,2005-03-02
13393,2559082,4,2005-11-08
13393,1703994,3,2004-01-08
13393,786695,4,2002-10-01
13393,609908,3,2004-09-14
13393,2233086,3,2003-12-25
13393,524672,4,2003-09-15
13393,2379200,3,2003-09-29
13393,2024858,3,2005-08-19
13393,402225,5,2004-02-18
13393,2484944,2,2003-08-30
13393,1187113,4,2004-11-15
13393,264378,4,2005-01-31
13393,1171887,4,2005-04-06
13393,915726,5,2005-05-22
13393,1193430,3,2005-10-01
13393,1139570,4,2002-11-04
13393,2098501,4,2004-05-03
13393,191768,4,2005-08-09
13393,2094693,3,2005-08-14
13393,152228,3,2004-08-30
13393,1638221,5,2003-11-30
13393,52794,2,2003-06-18
13393,192889,3,2004-05-28
13393,2391686,1,2004-11-11
13393,172856,3,2005-02-20
13393,1404888,4,2005-03-03
13393,1316822,3,2005-05-23
13393,1293093,5,2005-06-04
13393,1970006,3,2005-09-21
13393,367344,3,2005-10-03
13393,563186,3,2005-10-11
13393,1463088,2,2003-11-23
13393,2439493,1,2003-03-20
13393,1047830,3,2002-10-08
13393,2608363,4,2003-09-04
13393,2552425,3,2003-09-09
13393,530789,4,2003-09-17
13393,180858,4,2003-12-24
13393,642919,3,2004-02-26
13393,1979787,2,2004-12-18
13393,425049,2,2005-04-16
13393,2555725,2,2005-10-11
13393,1240334,2,2005-10-18
13393,1205848,4,2003-03-24
13393,1386457,3,2003-07-08
13393,266946,4,2002-11-28
13393,1720520,3,2004-07-11
13393,1517408,3,2003-12-29
13393,9045,3,2004-08-16
13393,165374,4,2004-04-30
13393,2485994,4,2004-08-27
13393,1476006,3,2004-09-28
13393,2609783,4,2004-11-03
13393,907985,4,2005-03-19
13393,1147370,4,2004-03-06
13393,2535847,3,2005-08-02
13393,1831828,5,2002-09-07
13393,1867734,4,2003-12-27
13393,116726,4,2003-09-30
13393,895956,2,2003-10-16
13393,236624,3,2004-05-10
13393,1635850,3,2003-12-30
13417,1943087,3,2001-09-14
13417,1966165,3,2000-02-20
13417,2480084,2,2000-09-27
13417,1945809,1,2001-03-04
13417,2400678,3,2003-12-03
13417,2017464,3,2004-02-18
13417,1276913,4,2003-11-22
13417,1880037,2,2003-12-16
13417,1174530,4,2003-02-12
13417,1980082,2,2005-08-16
13417,1319997,2,2003-06-25
13417,220463,1,2004-02-08
13417,2360117,3,2004-09-14
13417,637973,1,2004-01-12
13417,1332360,2,2004-01-02
13417,1754009,1,2004-07-14
13417,1765193,3,2004-10-23
13417,2508228,5,2004-12-08
13417,425488,3,2005-01-10
13417,411147,3,2005-03-19
13417,727449,1,2005-04-05
13417,242544,4,2005-05-31
13417,1645486,1,2000-02-18
13417,1350497,2,2001-02-27
13417,2340846,3,2004-02-21
13417,2498427,2,2004-04-06
13417,1120091,4,2003-10-23
13417,2296924,5,2004-04-12
13417,327122,2,2003-09-23
13417,284918,4,2003-10-09
13417,2158667,1,2003-12-07
13417,2342952,3,2003-12-15
13417,161299,4,2004-02-25
13417,610692,3,2003-11-22
13417,1101664,1,2004-04-02
13417,1903812,2,2004-10-25
13417,1756469,1,2005-01-20
13417,481668,1,2005-06-28
13417,2459251,1,2005-12-17
13417,2535052,1,2000-03-03
13417,751812,3,2004-08-17
13417,76196,1,2001-12-05
13417,2229588,4,2002-01-02
13417,1115400,1,2004-07-07
13417,364764,2,2003-08-26
13417,827380,3,2003-01-03
13417,1579371,4,2004-06-04
13417,2204961,3,2004-04-17
13417,630713,4,2004-03-08
13417,875885,5,2003-12-15
13417,984874,3,2003-06-07
13417,209200,2,2003-08-08
13417,1248029,2,2003-10-16
13417,255357,2,2003-12-02
13417,1172298,2,2003-10-29
13417,66692,2,2004-01-08
13417,285547,1,2004-07-12
13417,1192830,1,2000-02-20
13417,380963,1,2003-01-07
13417,1196093,2,2000-09-13
13417,175546,5,2002-01-22
13417,1372581,2,2003-01-21
13417,361407,2,2003-02-12
13417,1389602,4,2003-12-18
13417,2046268,3,2004-01-13
13417,1787427,4,2004-03-25
13417,1564243,1,2003-09-05
13417,1937589,5,2003-09-21
13417,2545999,2,2003-11-18
13417,1424281,1,2003-09-11
13417,1318142,3,2004-01-05
13417,1010370,1,2004-01-12
13417,958125,3,2004-06-02
13417,1453721,3,2004-03-23
13417,936290,3,2004-09-22
13417,1819543,3,2004-12-07
13417,2175266,4,2005-04-12
13417,874947,3,2005-04-13
13417,1454834,4,2005-09-14
13417,581766,1,2000-06-18
13417,2012897,2,2000-04-04
13417,1729881,4,2004-03-14
13417,1977959,1,2002-02-07
13417,541295,3,2004-02-13
13417,1180092,4,2003-09-19
13417,1575559,2,2003-09-11
13417,1118368,3,2004-02-11
13417,736288,4,2005-08-25
13417,1988323,2,2003-08-23
13417,1030363,2,2003-09-02
13417,2611449,1,2004-01-12
13417,1498672,3,2004-09-10
13417,1984086,4,2004-09-18
13417,1158424,1,2004-10-19
13417,1601299,2,2005-05-28
13417,1676221,2,2005-10-07
13417,97040,4,2000-03-26
13417,518740,3,2000-02-28
13417,1519073,3,2000-11-15
13417,440220,1,2001-01-30
13417,1029621,4,2004-01-06
13417,1110296,2,2003-10-23
13417,2330703,3,2004-07-16
13417,793754,4,2004-02-25
13417,465436,3,2004-03-07
13417,961686,1,2004-01-18
13417,603157,4,2004-02-14
13417,1752638,1,2004-09-21
13417,947504,4,2005-05-05
13417,1217869,1,2005-11-08
13417,612817,3,2000-02-24
13417,644476,4,2003-06-20
13417,1982465,2,2000-11-20
13417,2577867,2,2003-09-01
13417,2084043,3,2003-11-20
13417,1228566,3,2003-01-22
13417,41329,2,2005-10-08
13417,1652169,5,2003-12-06
13417,369848,2,2004-01-13
13417,2264352,4,2004-01-04
13417,242948,1,2004-01-02
13417,1740600,3,2003-12-18
13417,750379,4,2004-02-23
13417,318291,1,2004-06-01
13417,2600401,2,2004-11-30
13417,2504752,3,2000-05-14
13417,2268573,1,2001-01-08
13417,1500364,2,2001-09-16
13417,549534,2,2001-10-06
13417,967562,3,2004-07-06
13417,368447,5,2004-04-18
13417,2047888,2,2003-07-29
13417,36487,3,2003-10-22
13417,1447823,3,2003-10-16
13417,1633909,3,2003-10-23
13417,759651,3,2004-06-08
13417,941624,4,2004-09-16
13417,615240,4,2004-06-28
13417,2209992,3,2004-06-07
13417,2084474,4,2004-06-27
13417,266320,1,2004-06-04
13417,1837439,2,2004-05-26
13417,2554267,2,2004-05-28
13417,2488984,4,2004-12-31
13417,2181840,3,2005-10-17
13417,1848016,4,2005-11-20
13417,931787,3,2005-11-24
13417,830363,3,2000-03-19
13417,559344,1,2000-08-17
13417,1749615,1,2000-12-09
13417,2593317,3,2000-12-21
13417,235253,2,2005-07-28
13417,125296,2,2003-08-16
13417,162348,3,2004-04-13
13417,1379793,4,2003-12-21
13417,289162,1,2003-09-24
13417,2293026,4,2004-01-27
13417,2478754,2,2004-01-13
13417,1033341,1,2004-02-24
13417,1221336,1,2004-06-03
13417,233679,5,2004-10-16
13417,2446421,4,2005-03-25
13417,2554745,2,2000-03-06
13417,31764,5,2001-05-13
13417,53521,3,2001-09-27
13417,2440723,3,2003-08-22
13417,1181550,4,2004-01-05
13417,2013699,3,2004-01-19
13417,1651276,3,2003-08-14
13417,1227322,1,2003-08-21
13417,1336501,1,2003-12-18
13417,1902434,3,2004-01-16
13417,654189,4,2004-02-26
13417,1889279,5,2004-02-24
13417,2342204,1,2004-02-10
13417,1083553,2,2004-04-02
13417,1673185,3,2004-12-30
13417,1115773,5,2005-06-05
13417,1579747,3,2005-10-03
13417,1318585,4,2005-10-31
13417,1800996,2,2001-07-17
13417,338887,5,2000-03-04
13417,1486874,2,2001-08-10
13417,1594764,1,2000-09-18
13417,404652,1,2003-12-03
13417,1615216,3,2004-09-16
13417,1220170,3,2004-03-22
13417,553174,2,2003-10-31
13417,148550,1,2003-08-05
13417,1314491,3,2004-08-30
13417,483077,3,2003-08-31
13417,43530,1,2004-03-21
13417,1898186,3,2004-04-12
13417,1296443,4,2005-12-27
13417,2419406,2,2000-02-23
13417,1701487,3,2000-04-06
13417,1685846,2,2000-09-13
13417,610009,5,2004-11-26
13417,2266721,4,2001-03-03
13417,530670,3,2001-01-28
13417,193930,1,2004-02-05
13417,1510044,3,2005-08-14
13417,2271716,2,2003-06-26
13417,1280726,3,2003-11-15
13417,154121,1,2003-11-28
13417,642060,1,2004-02-06
13417,490992,3,2004-06-30
13417,603850,4,2004-04-23
13417,831920,4,2004-06-09
13417,289096,5,2005-12-17
13417,816549,2,2004-06-25
13417,43751,4,2004-02-23
13417,1621848,3,2003-12-13
13417,1388768,3,2004-02-02
13417,1056942,4,2004-04-02
13417,1365840,2,2004-05-29
13417,2631102,3,2004-04-13
13417,2179961,3,2005-01-04
13417,1189269,3,2005-01-05
13417,2024003,4,2005-05-10
13417,1929912,3,2003-11-29
13417,1161725,1,2001-11-04
13417,843387,4,2004-04-23
13417,1679741,2,2003-08-01
13417,919479,1,2003-07-19
13417,1351067,3,2004-04-04
13417,2445636,2,2004-01-07
13417,2127006,3,2004-04-21
13417,2109681,1,2004-01-12
13417,804627,3,2004-04-19
13417,1242044,3,2004-09-03
13417,1559165,4,2004-10-26
13417,2152964,2,2000-03-03
13417,1100265,2,2000-03-30
13417,1489948,2,2003-03-19
13417,1524383,2,2004-05-31
13417,1341028,3,2003-10-31
13417,1663295,2,2004-03-29
13417,2301074,3,2002-10-19
13417,2088334,3,2004-07-16
13417,841620,2,2003-08-18
13417,1680362,4,2004-03-25
13417,1416219,4,2005-07-05
13417,1014566,2,2000-03-03
