movie.num,custom.num,ratio,custom.year
4513,123105,4,2005-07-29
4513,624388,4,2004-10-04
4513,1175842,2,2004-10-20
4513,660945,4,2005-06-14
4513,1627987,1,2005-04-11
4513,1692654,3,2005-06-10
4513,362430,5,2005-03-28
4513,387418,1,2004-02-27
4513,972820,5,2005-06-15
4513,1711764,5,2004-05-10
4513,2373353,2,2004-06-30
4513,295520,4,2005-01-19
4513,1943329,5,2004-11-22
4513,1403341,3,2005-10-17
4513,933895,4,2005-11-01
4513,2595834,3,2005-08-24
4513,2226875,3,2004-05-17
4513,1486829,5,2004-11-19
4513,508480,4,2005-03-11
4513,744336,3,2005-06-05
4513,2445183,3,2005-10-20
4513,2385214,3,2004-10-02
4513,1508279,2,2005-11-23
4513,2252211,4,2004-04-21
4513,1461435,1,2005-04-27
4513,1889176,4,2004-05-23
4513,1931836,3,2004-09-19
4513,2119733,4,2005-07-21
4513,2054186,4,2004-06-17
4513,2279048,5,2004-10-22
4513,981622,5,2004-05-02
4513,1541829,3,2005-09-02
4513,969785,1,2004-02-29
4513,2157820,3,2004-04-20
4513,1245410,5,2005-04-05
4513,1329275,5,2005-07-20
4513,1084611,5,2004-08-23
4513,663118,1,2005-04-02
4513,1698636,3,2004-11-19
4513,2474644,4,2005-09-10
4513,2214497,3,2005-10-26
4513,515436,3,2005-02-13
4513,1467529,3,2004-04-16
4513,2062610,4,2005-03-13
4513,1582449,4,2005-04-05
4513,1843051,4,2004-04-07
4513,2216150,3,2005-04-19
4513,1563698,3,2004-08-01
4513,1349551,3,2004-05-19
4513,1158646,5,2004-05-10
4513,1829694,4,2005-12-07
4513,1623917,4,2004-09-13
4513,771125,3,2005-09-23
4537,2581970,2,2002-07-26
4537,2296924,1,2003-08-06
4537,76196,1,2002-01-09
4537,2625420,1,2004-06-03
4537,967937,3,2005-05-09
4537,904898,1,2002-10-17
4537,61472,3,2003-09-13
4537,1787989,4,2000-03-08
4537,1199825,2,2003-03-13
4537,286106,3,2004-11-03
4537,761041,5,2001-09-30
4537,682803,2,2005-12-13
4537,2524282,3,2005-11-22
4537,2457749,2,2002-09-13
4537,2490529,2,2005-03-07
4537,1897619,4,2005-05-06
4537,1583994,3,2002-07-31
4537,49585,1,2003-01-20
4537,2284945,3,2004-08-25
4537,2015882,3,2002-10-07
4537,1323467,3,2002-07-26
4537,636634,2,2004-02-26
4537,394918,3,2003-08-13
4537,24373,3,2003-08-24
4537,1314869,3,2004-05-25
4537,234929,1,2003-09-07
4537,1206069,4,2005-09-06
4537,183462,4,2004-02-08
4537,1705196,3,2004-01-28
4537,1166912,1,2003-05-26
4537,782611,1,2003-05-15
4537,2439493,1,2003-06-14
4537,1906043,3,2005-05-12
4537,1761875,3,2001-10-22
4537,2496985,3,2005-08-10
4537,949610,1,2003-03-12
4537,959536,4,2001-05-03
4537,1316405,1,2005-10-30
4537,2452478,2,2003-03-11
4537,2038707,1,2001-07-21
4537,1919269,1,2005-09-09
4537,1237354,2,2005-05-27
4537,1446775,3,2002-06-15
4537,1869903,2,2003-04-07
4537,2263804,1,2003-09-28
4537,2495881,2,2005-06-02
4537,609240,2,2005-08-03
4537,973443,3,2004-06-17
4537,767958,3,2003-08-25
4537,583797,5,2002-06-13
4537,599529,1,2003-01-09
4537,1511096,4,2004-07-22
4537,2083367,3,2002-08-16
4537,1014684,4,2005-03-17
4537,370754,4,2001-04-01
4537,858454,3,2004-08-23
4537,1664010,4,2005-10-12
4537,1657840,2,2003-11-14
4537,1317566,1,2003-04-13
4537,2122309,2,2005-03-19
4537,1802658,1,2000-12-27
4537,754343,2,2004-10-22
4537,2241438,2,2004-02-09
4537,583589,2,2003-06-16
4537,2489526,5,2004-04-02
4537,1298511,2,2003-07-09
4537,1895096,3,2002-11-01
4537,1127876,5,2003-08-16
4537,592416,2,2004-12-02
4537,339237,1,2005-09-09
4537,349331,2,2005-07-26
4537,507498,4,2003-02-14
4537,2181294,3,2005-09-29
4537,56761,4,2005-11-26
4537,531533,2,2000-06-21
4537,2446506,3,2003-03-28
4537,1860206,5,2000-11-30
4537,2606799,2,2005-05-16
4537,475881,1,2000-11-24
4537,1367651,4,2002-08-06
4537,555385,5,2005-10-07
4537,789014,1,2003-01-21
4537,798296,1,2002-10-03
4537,1879128,1,2004-05-29
4537,2423552,1,2005-03-08
4537,2200741,2,2004-04-06
4537,1234660,3,2003-10-02
4537,1837276,3,2003-03-24
4537,953916,3,2002-08-14
4537,919381,3,2003-03-15
4537,1030797,2,2003-10-03
4537,305344,3,2003-05-17
4537,844028,1,2002-10-24
4537,2640087,3,2005-02-09
4537,2204671,1,2001-05-12
4537,215778,4,2004-03-23
4537,175641,2,2004-05-18
4537,2270009,2,2000-12-09
4537,2584676,1,2003-06-29
4537,321218,3,2005-04-08
4537,1888794,2,2005-02-12
4537,2388628,3,2005-02-02
4537,752642,2,2001-06-27
4537,2242389,5,2003-06-16
4537,678934,3,2004-09-05
4537,2218735,3,2004-10-11
4537,2262752,4,2005-09-30
4537,998950,4,2002-07-14
4537,1882992,2,2001-11-06
4537,1344782,4,2005-11-24
4537,30889,3,2003-05-29
4537,1299338,4,2004-02-06
4537,1722054,5,2003-08-26
4537,52883,3,2003-09-07
4537,1837470,4,2004-04-13
4537,1206461,3,2004-10-30
4537,49229,5,2004-05-08
4537,1429169,4,2003-08-01
4537,2118461,3,2005-12-18
4537,387418,3,2003-08-21
4537,1151698,3,2004-12-07
4537,1114324,1,2005-05-31
4537,1381066,3,2004-02-11
4537,1932594,1,2004-07-19
4537,370088,2,2005-05-17
4537,783984,4,2001-12-16
4537,1043805,1,2002-03-12
4537,2367680,2,2003-03-03
4537,666479,3,2005-02-15
4537,2350735,2,2003-07-09
4537,1342551,3,2005-02-02
4537,2346752,3,2005-06-01
4537,868424,2,2005-06-24
4537,1639792,1,2002-06-26
4537,88262,4,2004-02-01
4537,2386557,3,2001-09-13
4537,1551313,2,2003-02-11
4537,2349702,3,2002-07-22
4537,901993,4,2001-01-21
4537,1091202,4,2004-09-16
4537,1220946,4,2003-02-13
4537,935149,3,2003-06-11
4537,402789,3,2003-07-23
4537,2219917,2,2003-07-09
4537,1882093,3,2005-06-14
4537,1466194,1,2004-02-03
4537,2634967,1,2004-04-10
4537,512536,5,2004-01-18
4537,1212182,3,2004-10-15
4537,89974,4,2005-02-10
4561,1850680,1,2005-10-14
4561,913376,5,2005-10-19
4561,578405,4,2005-10-27
4561,889439,4,2005-11-08
4561,17382,4,2005-09-23
4561,953368,5,2005-09-30
4561,2325737,4,2005-10-04
4561,2609870,1,2005-10-18
4561,1148143,4,2005-10-26
4561,2155333,4,2005-10-31
4561,546017,4,2005-11-03
4561,447223,5,2005-11-29
4561,922829,4,2005-12-12
4561,908205,5,2005-09-30
4561,1100246,4,2005-10-28
4561,2598622,5,2005-10-25
4561,938911,5,2005-10-26
4561,787938,3,2005-10-27
4561,2096652,1,2005-11-09
4561,2173114,2,2005-10-17
4561,496561,1,2005-10-21
4561,1550336,4,2005-10-22
4561,575207,5,2005-10-26
4561,1984086,3,2005-10-30
4561,541295,5,2005-10-30
4561,912197,4,2005-10-08
4561,683427,4,2005-11-29
4561,2491366,3,2005-10-03
4561,149028,1,2005-10-09
4561,1304402,4,2005-10-26
4561,69183,3,2005-09-26
4561,303948,4,2005-10-07
4561,1937382,5,2005-10-11
4561,952802,4,2005-11-11
4561,1513358,3,2005-10-04
4561,2595888,5,2005-10-24
4561,1553054,4,2005-11-02
4561,289162,3,2005-12-08
4561,1227322,1,2005-09-09
4561,1216778,2,2005-11-04
4561,1673185,5,2005-12-01
4561,801721,5,2005-10-04
4561,832553,3,2005-10-05
4561,674895,3,2005-10-24
4561,2106758,5,2005-11-06
4561,366931,5,2005-11-12
4561,897692,1,2005-09-20
4561,571538,1,2005-10-08
4561,923586,1,2005-10-12
4561,831920,5,2005-10-26
4561,786312,3,2005-10-27
4561,2388205,4,2005-11-01
4561,1080872,5,2005-11-14
4561,643778,1,2005-09-03
4561,1759484,1,2005-10-21
4561,1942723,4,2005-10-26
4561,2488790,5,2005-10-26
4561,1365840,5,2005-10-30
4561,1111596,3,2005-11-06
4561,1514115,4,2005-09-28
4561,1062133,5,2005-09-28
4561,525356,1,2005-10-03
4561,1323311,5,2005-10-17
4561,559732,5,2005-10-18
4561,1161725,5,2005-10-21
4561,2266083,5,2005-10-31
4561,73103,4,2005-11-03
4561,1284991,5,2005-11-05
4561,985872,5,2005-11-14
4561,1498913,4,2005-09-26
4561,659508,2,2005-10-07
4561,1910299,5,2005-10-22
4561,646910,2,2005-11-06
4561,1494502,5,2005-11-06
4561,1123582,2,2005-09-24
4561,249474,4,2005-10-01
4561,2092076,3,2005-10-09
4561,1521983,4,2005-10-26
4561,1509395,4,2005-10-29
4561,178860,4,2005-10-05
4561,2145441,5,2005-10-24
4561,1462925,5,2005-10-24
4561,1626065,2,2005-11-04
4561,1003967,3,2005-11-21
4561,2216856,4,2005-09-19
4561,2043555,3,2005-09-21
4561,315915,5,2005-09-22
4561,732375,5,2005-10-07
4561,343309,2,2005-10-09
4561,1667659,5,2005-11-18
4561,569379,4,2005-11-11
4561,969604,3,2005-12-04
4561,503051,5,2005-10-28
4561,356285,5,2005-11-08
4561,818816,5,2005-11-14
4561,1754040,4,2005-10-13
4561,190136,4,2005-10-29
4561,1619507,4,2005-11-01
4561,285031,4,2005-11-08
4561,661074,5,2005-11-10
4561,2587732,5,2005-09-30
4561,1855092,5,2005-10-20
4561,595744,4,2005-11-06
4561,2233782,3,2005-11-08
4561,1695198,4,2005-11-11
4561,1830420,5,2005-09-18
4561,1087394,1,2005-10-01
4561,937784,5,2005-12-07
4561,2289197,5,2005-09-03
4561,1014928,4,2005-10-26
4561,956229,4,2005-09-23
4561,2201323,2,2005-09-26
4561,415098,4,2005-10-04
4561,248151,5,2005-10-17
4561,962564,4,2005-10-21
4561,625099,5,2005-10-22
4561,920401,5,2005-10-26
4561,1413194,4,2005-09-29
4561,1583994,5,2005-10-23
4561,2647396,3,2005-09-23
4561,415503,2,2005-10-23
4561,870712,5,2005-10-26
4561,341468,5,2005-11-07
4561,2639728,3,2005-11-09
4561,84454,5,2005-11-18
4561,2444153,3,2005-12-28
4561,2449394,4,2005-09-18
4561,1709921,5,2005-09-21
4561,2396118,5,2005-10-20
4561,1345874,3,2005-11-02
4561,2337017,5,2005-11-03
4561,2322383,5,2005-11-06
4561,411705,4,2005-09-04
4561,1738975,5,2005-09-21
4561,488271,5,2005-10-11
4561,697601,3,2005-12-14
4561,1347579,2,2005-10-24
4561,1638945,3,2005-10-26
4561,71605,4,2005-11-03
4561,2648381,5,2005-11-11
4561,1613540,4,2005-09-19
4561,830370,5,2005-09-24
4561,104722,2,2005-10-10
4561,185695,5,2005-10-20
4561,417101,3,2005-10-25
4561,267970,1,2005-10-26
4561,494150,1,2005-11-02
4561,1388746,3,2005-10-31
4561,1272379,1,2005-11-02
4561,2061079,3,2005-11-08
4561,1785862,5,2005-11-12
4561,1128782,5,2005-10-09
4561,798875,4,2005-10-12
4561,370257,2,2005-10-23
4561,2035299,5,2005-10-28
4561,977533,4,2005-12-07
4561,1314869,3,2005-09-19
4561,1792741,2,2005-09-21
4561,1874777,5,2005-10-22
4561,2100574,5,2005-11-04
4561,1386382,5,2005-11-05
4561,2243394,1,2005-11-14
4561,396132,2,2005-09-16
4561,2456479,1,2005-10-06
4561,1827952,5,2005-10-09
4561,2221586,2,2005-10-12
4561,2230416,4,2005-10-21
4561,636262,4,2005-10-26
4561,2170041,5,2005-10-31
4561,882623,5,2005-11-04
4561,2634707,5,2005-11-11
4561,441200,4,2005-08-12
4561,1276353,4,2005-09-14
4561,491293,4,2005-09-22
4561,516343,5,2005-10-18
4561,2487508,5,2005-10-23
4561,1973358,5,2005-10-23
4561,1100863,5,2005-12-03
4561,2176763,5,2005-10-09
4561,802413,4,2005-10-11
4561,1564978,5,2005-11-08
4561,850190,4,2005-11-10
4561,1961729,5,2005-09-16
4561,1739615,3,2005-09-21
4561,1819462,4,2005-09-22
4561,2206070,4,2005-10-06
4561,1375584,5,2005-10-07
4561,914350,4,2005-10-23
4561,2187741,3,2005-10-24
4561,397684,5,2005-10-27
4561,681993,1,2005-11-13
4561,2439493,3,2005-09-25
4561,2270611,3,2005-10-04
4561,145672,2,2005-10-05
4561,144556,2,2005-10-11
4561,2430300,5,2005-10-19
4561,1330841,4,2005-10-27
4561,1459111,5,2005-11-02
4561,2141635,4,2005-11-03
4561,392253,5,2005-08-25
4561,2638015,5,2005-09-18
4561,596550,4,2005-09-22
4561,710178,4,2005-09-29
4561,2404082,3,2005-10-07
4561,1731543,4,2005-10-23
4561,1658397,5,2005-10-29
4561,1530798,5,2005-11-13
4561,2620577,4,2005-09-23
4561,1929180,4,2005-09-23
4561,356035,5,2005-10-02
4561,912254,5,2005-10-06
4561,1297705,4,2005-10-10
4561,194302,4,2005-10-24
4561,2368618,5,2005-10-25
4561,258564,4,2005-10-27
4561,1436351,1,2005-10-12
4561,33929,3,2005-10-26
4561,1824389,5,2005-10-31
4561,1087944,3,2005-11-12
4561,1452127,4,2005-12-10
4561,1160795,4,2005-09-08
4561,2647908,5,2005-09-20
4561,1007577,4,2005-09-25
4561,2032055,5,2005-10-02
4561,1799009,5,2005-10-05
4561,1065222,4,2005-11-14
4561,1973332,4,2005-11-23
4561,910356,5,2005-09-25
4561,580382,4,2005-10-13
4561,862111,4,2005-10-15
4561,1131422,5,2005-10-22
4561,1563935,5,2005-10-24
4561,941376,5,2005-10-26
4561,5977,5,2005-11-08
4561,832780,4,2005-11-09
4561,462113,5,2005-11-10
4561,242606,5,2005-09-16
4561,1476383,3,2005-09-26
4561,2283283,4,2005-09-30
4561,1183174,3,2005-10-03
4561,1426664,4,2005-10-10
4561,148719,5,2005-10-23
4561,1806805,3,2005-10-27
4561,2389367,4,2005-10-20
4561,1296087,3,2005-10-24
4561,2599262,4,2005-10-25
4561,1907177,5,2005-10-26
4561,1777474,2,2005-10-29
4561,838868,4,2005-11-09
4561,1473980,3,2005-09-26
4561,1670302,5,2005-10-17
4561,154669,5,2005-10-28
4561,524761,5,2005-11-06
4561,892887,5,2005-11-09
4561,904250,5,2005-11-14
4561,286783,5,2005-10-20
4561,1084204,5,2005-10-26
4561,859380,5,2005-11-05
4561,1919458,5,2005-09-15
4561,1412189,1,2005-09-26
4561,4905,2,2005-10-02
4561,2292868,5,2005-10-04
4561,1751084,5,2005-10-11
4561,935732,3,2005-10-23
4561,2215040,5,2005-11-02
4561,1322467,3,2005-11-02
4561,833176,5,2005-11-10
4561,228579,4,2005-12-10
4561,1173675,1,2005-09-19
4561,1020195,4,2005-10-13
4561,1082353,1,2005-10-26
4561,704254,5,2005-12-11
4561,2042159,4,2005-10-09
4561,706832,5,2005-10-30
4561,2474887,5,2005-10-30
4561,962019,5,2005-08-17
4561,2567186,1,2005-10-10
4561,111033,3,2005-10-26
4561,952156,3,2005-11-05
4561,1978747,5,2005-11-07
4561,852389,3,2005-09-19
4561,1568721,5,2005-09-26
4561,139443,5,2005-10-08
4561,816011,1,2005-10-10
4561,324092,5,2005-10-18
4561,2504877,4,2005-10-20
4561,874505,4,2005-10-30
4561,1275275,3,2005-11-16
4561,1494438,5,2005-09-11
4561,2633545,2,2005-09-23
4561,1666920,5,2005-09-27
4561,1008157,1,2005-10-04
4561,1390768,1,2005-10-07
4561,2051495,5,2005-10-26
4561,79839,1,2005-11-02
4561,2463763,4,2005-11-04
4561,1522555,5,2005-11-07
4561,300399,4,2005-11-11
4561,945995,4,2005-11-22
4561,1014412,4,2005-10-12
4561,638020,4,2005-10-25
4561,2258594,5,2005-09-19
4561,1688630,2,2005-10-05
4561,1520034,1,2005-10-12
4561,2189845,4,2005-10-23
4561,2181739,5,2005-10-27
4561,2338558,3,2005-10-28
4561,1093038,4,2005-10-30
4561,742858,5,2005-09-02
4561,1122208,1,2005-10-03
4561,823802,5,2005-10-08
4561,2342557,5,2005-10-24
4561,270861,4,2005-11-04
4561,2558262,5,2005-11-05
4561,936393,5,2005-11-07
4561,2331579,4,2005-11-11
4561,952324,3,2005-12-09
4561,1374216,1,2005-09-23
4561,394895,5,2005-10-22
4561,596255,1,2005-11-01
4561,1425403,2,2005-11-01
4561,1824459,5,2005-11-11
4561,231874,5,2005-11-12
4561,595778,4,2005-09-22
4561,1828966,4,2005-11-05
4561,1437916,4,2005-11-08
4561,2352031,5,2005-10-18
4561,2490243,4,2005-10-23
4561,835265,5,2005-10-31
4561,2262258,4,2005-11-01
4561,994077,5,2005-11-06
4561,2550506,3,2005-09-05
4561,364749,5,2005-10-27
4561,1223263,5,2005-10-30
4561,1621089,5,2005-11-01
4561,2589623,5,2005-09-16
4561,770630,5,2005-10-05
4561,704089,4,2005-10-09
4561,986492,3,2005-10-12
4561,2356468,5,2005-11-11
4561,1287017,4,2005-11-15
4561,2051538,4,2005-09-20
4561,2384454,4,2005-10-03
4561,494315,1,2005-10-05
4561,2264244,3,2005-10-10
4561,1674112,1,2005-10-28
4561,2648178,4,2005-11-12
4561,295908,5,2005-11-21
4561,1106241,1,2005-09-19
4561,2309163,5,2005-10-20
4561,1293903,4,2005-09-09
4561,1168682,2,2005-10-02
4561,1740316,5,2005-10-09
4561,1458517,5,2005-10-18
4561,2206492,5,2005-10-21
4561,863227,5,2005-10-27
4561,1774181,3,2005-11-06
4561,2029979,2,2005-09-11
4561,1874390,4,2005-09-19
4561,1976839,4,2005-09-23
4561,1753736,3,2005-10-03
4561,1788023,3,2005-10-20
4561,1880766,5,2005-11-07
4561,2516373,5,2005-11-11
4561,196541,5,2005-09-27
4561,1059661,3,2005-10-02
4561,946714,4,2005-10-10
4561,2546143,5,2005-10-16
4561,833752,5,2005-10-20
4561,1758524,4,2005-10-22
4561,2643375,5,2005-10-22
4561,770583,5,2005-11-05
4561,684028,3,2005-10-12
4561,1675006,4,2005-11-01
4561,577109,4,2005-11-06
4561,341649,4,2005-09-11
4561,995497,4,2005-10-13
4561,769162,4,2005-11-02
4561,1391523,5,2005-11-03
4561,1511096,5,2005-11-07
4561,2415495,4,2005-11-30
4561,2582552,5,2005-11-30
4561,810007,5,2005-09-21
4561,529735,4,2005-09-30
4561,578041,5,2005-10-12
4561,906829,3,2005-10-19
4561,997467,4,2005-10-25
4561,259431,4,2005-10-29
4561,2620316,5,2005-11-06
4561,2083367,4,2005-08-19
4561,2485559,5,2005-10-25
4561,1858305,4,2005-10-25
4561,486322,3,2005-10-27
4561,2077352,4,2005-11-14
4561,1555813,5,2005-09-16
4561,2296266,4,2005-10-08
4561,2219491,4,2005-10-11
4561,329205,5,2005-12-06
4561,2542393,1,2005-12-07
4561,1540638,4,2005-10-26
4561,2041178,5,2005-11-09
4561,396050,4,2005-11-10
4561,99993,5,2005-09-30
4561,2310373,5,2005-10-13
4561,1076967,1,2005-10-15
4561,150663,4,2005-11-01
4561,1391373,2,2005-11-02
4561,1650580,4,2005-11-04
4561,2395978,1,2005-11-12
4561,460419,4,2005-11-13
4561,124564,3,2005-10-02
4561,1220185,4,2005-10-25
4561,1071510,5,2005-10-26
4561,1132764,4,2005-10-31
4561,1540611,5,2005-11-06
4561,167321,4,2005-09-18
4561,2070572,5,2005-09-19
4561,2130800,5,2005-09-29
4561,1664010,5,2005-10-17
4561,888773,4,2005-10-18
4561,486822,5,2005-09-03
4561,1128144,5,2005-09-21
4561,836372,4,2005-09-27
4561,1668666,3,2005-10-08
4561,1702974,5,2005-10-13
4561,1446909,1,2005-10-20
4561,383014,5,2005-10-27
4561,1971391,5,2005-11-02
4561,2500655,4,2005-09-19
4561,1871298,4,2005-10-12
4561,1699740,5,2005-10-13
4561,1150421,5,2005-10-11
4561,2152305,4,2005-10-16
4561,1219858,4,2005-10-22
4561,2457445,5,2005-11-01
4561,1603605,5,2005-11-12
4561,1662098,4,2005-11-12
4561,1406543,5,2005-11-12
4561,1469949,5,2005-09-28
4561,1268107,3,2005-10-02
4561,950251,3,2005-10-23
4561,1903977,4,2005-10-27
4561,1650982,3,2005-11-02
4561,95100,4,2005-09-05
4561,2491918,5,2005-10-27
4561,1293953,3,2005-11-05
4561,125806,5,2005-12-24
4561,2222535,1,2005-09-19
4561,2080562,1,2005-09-21
4561,1296679,5,2005-10-03
4561,84168,5,2005-10-04
4561,2297136,3,2005-10-05
4561,2447769,3,2005-10-30
4561,1539551,5,2005-11-03
4561,526149,3,2005-11-10
4561,2265772,4,2005-11-11
4561,1956842,5,2005-11-13
4561,515398,1,2005-10-12
4561,2576043,2,2005-10-19
4561,1954227,5,2005-10-22
4561,1137522,5,2005-10-28
4561,2195651,5,2005-11-11
4561,751829,5,2005-11-06
4561,766938,3,2005-11-14
4561,2269139,5,2005-10-23
4561,138426,5,2005-09-15
4561,865926,4,2005-11-04
4561,120072,5,2005-10-10
4561,2583515,5,2005-10-12
4561,1859843,4,2005-10-14
4561,2307491,5,2005-10-28
4561,178797,5,2005-11-01
4561,1315201,3,2005-09-09
4561,2422758,4,2005-10-08
4561,2550299,5,2005-10-12
4561,1819808,4,2005-10-23
4561,2478646,1,2005-10-05
4561,1257921,3,2005-10-12
4561,332627,5,2005-10-21
4561,151481,4,2005-11-03
4561,809460,5,2005-10-03
4561,619486,5,2005-10-04
4561,828349,5,2005-10-27
4561,1235288,5,2005-10-30
4561,1344624,1,2005-11-04
4561,1333236,1,2005-11-12
4561,2138429,5,2005-09-20
4561,981753,4,2005-09-29
4561,1840194,5,2005-10-18
4561,463042,5,2005-10-24
4561,97277,3,2005-10-28
4561,2435354,5,2005-12-12
4561,1890844,4,2005-10-12
4561,1551107,5,2005-10-24
4561,884098,5,2005-09-27
4561,1835681,5,2005-09-30
4561,495388,4,2005-10-01
4561,2442925,5,2005-10-10
4561,2253252,5,2005-10-25
4561,2400234,5,2005-10-26
4609,1172232,4,2004-01-30
4609,390508,4,2004-04-12
4609,1744889,4,2002-09-12
4609,663806,4,2005-02-19
4609,899232,4,2004-04-21
4609,2502462,4,2004-04-13
4609,2309436,3,2004-08-02
4609,109094,4,2004-06-02
4609,1829027,5,2004-10-28
4609,1945809,4,2004-10-30
4609,282391,4,2004-11-01
4609,75971,4,2004-11-09
4609,2104214,3,2004-11-19
4609,309337,4,2004-11-29
4609,745867,4,2004-12-19
4609,1331887,4,2005-01-09
4609,1648765,5,2005-03-01
4609,185068,4,2005-03-01
4609,923325,3,2005-06-21
4609,66358,4,2005-06-03
4609,1395430,3,2005-09-30
4609,1696725,5,2003-08-18
4609,876018,4,2003-05-18
4609,857478,5,2004-08-24
4609,1550976,4,2003-12-05
4609,163546,5,2003-12-15
4609,243437,4,2004-02-04
4609,1961542,4,2004-03-16
4609,2002893,5,2004-08-05
4609,560942,4,2005-04-10
4609,305767,5,2004-12-08
4609,2622033,5,2005-01-26
4609,617861,5,2005-02-23
4609,1739354,5,2005-05-11
4609,208142,4,2005-09-22
4609,2141533,5,2005-11-25
4609,1878537,5,2005-12-13
4609,808189,1,2005-12-29
4609,1838501,3,2000-02-04
4609,955916,3,2003-08-03
4609,738504,5,2003-10-31
4609,2625420,2,2004-06-04
4609,908205,2,2003-10-20
4609,2044720,4,2004-01-27
4609,2529894,4,2004-01-01
